customer_id,first_name,last_name,country,city,email,signup_date,loyalty_status,age
CUST_1261,Lucas,Willems,Belgium,Liège,lucas.willems@outlook.com,5/29/2021,None,65
CUST_1262,Noah,De Smet,Luxembourg,Esch-sur-Alzette,noah.desmet@yahoo.com,6/10/2025,Platinum,54
CUST_1263,Julia,Jansen,Netherlands,Eindhoven,julia.jansen@outlook.com,12/30/2021,,67
CUST_1264,Ben,Schmidt,Germany,Cologne,ben.schmidt@yahoo.com,3/4/2024,Gold,54
CUST_1265,Emma,Bernard,France,Marseille,emma.bernard@yahoo.com,12/22/2024,Platinum,69
CUST_1266,Ben,Schneider,Germany,Munich,ben.schneider@outlook.com,1/15/2025,None,
CUST_1267,Finn,Schmidt,Germany,Frankfurt,finn.schmidt@hotmail.com,8/25/2025,Gold,59
CUST_1268,Anna,de Jong,Netherlands,Amsterdam,,12/2/2022,Gold,47
CUST_1269,Emma,Maes,Belgium,Leuven,emma.maes@icloud.com,8/31/2024,Gold,50
CUST_1270,Emma,Maes,Belgium,Antwerp,emma.maes@outlook.com,1/12/2024,Platinum,41
CUST_1271,Emma,de Jong,Netherlands,The Hague,emma.dejong@icloud.com,1/8/2021,,41
CUST_1272,Hannah,Müller,Germany,Berlin,hannah.müller@outlook.com,9/25/2025,None,48
CUST_1273,Leon,Müller,Germany,Stuttgart,leon.müller@icloud.com,1/18/2022,None,39
CUST_1274,Leon,Schmidt,Germany,Hamburg,leon.schmidticloud.com,6/25/2021,None,57
CUST_1275,Lars,Bernard,Luxembourg,Luxembourg City,lars.bernard@hotmail.com,8/31/2023,None,38
CUST_1276,Emma,Laurent,France,Lille,emma.laurent@gmail.com,10/19/2024,Silver,32
CUST_1277,Paul,Schmidt,Germany,Munich,paul.schmidt@outlook.com,6/11/2023,Gold,63
CUST_1278,Louis,De Smet,Luxembourg,Luxembourg City,louis.desmet@gmail.com,7/20/2022,,23
CUST_1279,Alice,Peeters,Luxembourg,Esch-sur-Alzette,alice.peeters@outlook.com,7/25/2021,Silver,59
CUST_1280,Alice,Laurent,France,Marseille,alice.laurent@hotmail.com,12/19/2021,,32
CUST_1281,Arthur,Janssens,Luxembourg,Esch-sur-Alzette,ARTHUR.JANSSENS@YAHOO.COM,7/5/2022,Platinum,24
CUST_1282,Arthur,Dubois,France,Toulouse,arthur.dubois@gmail.com,3/4/2025,Platinum,43
CUST_1283,Emma,Schmidt,Germany,Frankfurt,emma.schmidt@outlook.com,11/24/2023,,26
CUST_1284,Emma,de Vries,Netherlands,Eindhoven,emma.devries@hotmail.com,3/1/2021,Silver,35
CUST_1285,Daan,van den Berg,Netherlands,Amsterdam,daan.vandenberg@yahoo.com,11/1/2023,Silver,30
CUST_1286,Julia,van den Berg,Netherlands,Eindhoven,julia.vandenberg@hotmail.com,12/18/2022,Silver,39
CUST_1287,Louis,Laurent,France,Paris,louis.laurent@outlook.com,3/30/2022,Gold,66
CUST_1288,Jules,Simon,France,Paris,JULES.SIMON@GMAIL.COM,6/29/2025,Platinum,
CUST_1289,Emma,Simon,Luxembourg,Esch-sur-Alzette,emma.simon@hotmail.com,3/23/2022,,66
CUST_1290,Arthur,Dubois,Luxembourg,Luxembourg City,arthur.dubois@gmail.com,2/6/2023,,61
CUST_1291,Arthur,Michel,France,Paris,arthur.michelhotmail.com,10/31/2025,Platinum,64
CUST_1292,Liam,Bakker,Netherlands,Rotterdam,liam.bakker@gmail.com,9/14/2024,Silver,31
CUST_1293,Leon,Schneider,Germany,Frankfurt,LEON.SCHNEIDER@HOTMAIL.COM,3/17/2024,Gold,44
CUST_1294,Chloé,Laurent,Luxembourg,Esch-sur-Alzette,chloé.laurent@icloud.com,2/18/2024,None,29
CUST_1295,Noah,Visser,Netherlands,Eindhoven,noah.visser@outlook.com,4/1/2022,Platinum,70
CUST_1296,Mia,Schneider,Germany,Hamburg,mia.schneider@icloud.com,7/23/2024,Silver,62
CUST_1297,Hannah,Weber,Germany,Berlin,hannah.weber@hotmail.com,11/5/2021,Platinum,35
CUST_1298,Sophia,Schmidt,Germany,Hamburg,sophia.schmidt@outlook.com,12/29/2021,Silver,26
CUST_1299,Leon,Schmidt,Germany,Munich,leon.schmidt@icloud.com,6/30/2021,None,50
CUST_1300,Finn,Fischer,Germany,Frankfurt,finn.fischergmail.com,1/29/2021,Gold,56
CUST_1301,Sofie,De Smet,Belgium,Liège,sofie.desmet@outlook.com,7/30/2021,Platinum,60
CUST_1302,Emma,de Jong,Netherlands,Utrecht,emma.dejong@yahoo.com,6/8/2023,Platinum,31
CUST_1303,Mia,Wagner,Germany,Munich,mia.wagner@outlook.com,4/13/2022,Gold,31
CUST_1304,Lucas,Janssens,Belgium,Ghent,lucas.janssens@gmail.com,6/30/2024,Silver,26
CUST_1305,Sofie,De Smet,Belgium,Brussels,SOFIE.DESMET@HOTMAIL.COM,12/8/2024,Silver,67
CUST_1306,Jules,Michel,France,Paris,jules.michel@icloud.com,8/29/2025,,55
CUST_1307,Marie,Janssens,Belgium,Brussels,marie.janssens@hotmail.com,12/8/2023,None,45
CUST_1308,Gabriel,Martin,France,Nice,gabriel.martin@hotmail.com,4/26/2022,Silver,
CUST_1309,Lars,Peeters,Belgium,Brussels,lars.peetersicloud.com,8/12/2024,Platinum,41
CUST_1310,Ben,Müller,Germany,Munich,ben.müller@gmail.com,5/23/2023,Silver,29
CUST_1311,Lucas,De Smet,Belgium,Liège,lucas.desmet@outlook.com,7/4/2022,Platinum,28
CUST_1312,Gabriel,Martin,France,Toulouse,gabriel.martin@hotmail.com,10/9/2025,Gold,49
CUST_1313,Lucas,De Smet,Belgium,Liège,lucas.desmet@gmail.com,4/24/2024,None,59
CUST_1314,Lucas,de Vries,Netherlands,Eindhoven,lucas.devries@gmail.com,9/25/2021,Silver,54
CUST_1315,Sophia,Müller,Germany,Berlin,SOPHIA.MÜLLER@YAHOO.COM,12/11/2023,,59
CUST_1316,Julia,Bakker,Netherlands,Eindhoven,julia.bakker@icloud.com,12/10/2022,None,64
CUST_1317,Daan,de Jong,Netherlands,Rotterdam,daan.dejong@icloud.com,6/3/2021,Gold,43
CUST_1318,Arthur,Martin,France,Nice,arthur.martin@outlook.com,6/11/2021,None,59
CUST_1319,Lars,Jacobs,Belgium,Ghent,lars.jacobs@gmail.com,,,25
CUST_1320,Sofie,Lefebvre,Luxembourg,Luxembourg City,sofie.lefebvre@icloud.com,2/26/2024,None,65
CUST_1321,Alice,Lefebvre,France,Paris,alice.lefebvre@outlook.com,5/13/2024,Platinum,65
CUST_1322,Emma,Müller,Germany,Stuttgart,,6/27/2025,Platinum,56
CUST_1323,Sofie,Peeters,Belgium,Bruges,sofie.peeters@outlook.com,6/5/2022,Silver,35
CUST_1324,Hannah,Fischer,Germany,Munich,hannah.fischer@yahoo.com,9/12/2025,None,30
CUST_1325,Paul,Fischer,Germany,Berlin,paul.fischer@icloud.com,4/13/2024,Gold,55
CUST_1326,Thomas,Simon,Luxembourg,Luxembourg City,thomas.simon@gmail.com,10/30/2023,,49
CUST_1327,Noah,van den Berg,Netherlands,Utrecht,NOAH.VANDENBERG@YAHOO.COM,12/4/2024,Platinum,55
CUST_1328,Gabriel,Simon,Luxembourg,Luxembourg City,gabriel.simon@outlook.com,10/9/2024,Gold,68
CUST_1329,Gabriel,Simon,Luxembourg,Luxembourg City,gabriel.simon@yahoo.com,12/25/2024,,70
CUST_1330,Jules,Lefebvre,France,Paris,jules.lefebvre@icloud.com,4/26/2021,Platinum,33
CUST_1331,Gabriel,Lefebvre,France,Paris,gabriel.lefebvre@yahoo.com,7/16/2023,,66
CUST_1332,Lucas,Jansen,Netherlands,Eindhoven,LUCAS.JANSEN@YAHOO.COM,5/4/2023,Platinum,66
CUST_1333,Emma,Janssens,Luxembourg,Esch-sur-Alzette,emma.janssens@outlook.com,8/27/2025,Platinum,63
CUST_1334,Louise,Michel,Luxembourg,Luxembourg City,louise.michel@yahoo.com,12/22/2021,None,30
CUST_1335,Louise,Maes,Belgium,Leuven,louise.maes@yahoo.com,11/8/2022,Silver,32
CUST_1336,Julia,Bakker,Netherlands,Amsterdam,julia.bakker@icloud.com,2/1/2024,Platinum,68
CUST_1337,Lars,Maes,Luxembourg,Luxembourg City,lars.maes@icloud.com,12/17/2022,Platinum,36
CUST_1338,Alice,Dubois,France,Lyon,alice.dubois@icloud.com,8/22/2024,Platinum,
CUST_1339,Hannah,Meyer,Germany,Cologne,HANNAH.MEYER@ICLOUD.COM,2/21/2023,None,30
CUST_1340,Arthur,Martin,France,Nice,arthur.martin@yahoo.com,8/31/2022,Platinum,35
CUST_1341,Lucas,Peeters,Luxembourg,Luxembourg City,lucas.peeters@icloud.com,7/13/2024,None,66
CUST_1342,Noah,Willems,Belgium,Liège,noah.willems@hotmail.com,11/11/2021,Platinum,
CUST_1343,Emma,Janssens,Belgium,Brussels,emma.janssens@outlook.com,4/12/2022,None,49
CUST_1344,Finn,Fischer,Germany,Hamburg,FINN.FISCHER@GMAIL.COM,,,27
CUST_1345,Emma,Maes,Belgium,Leuven,emma.maes@gmail.com,7/31/2022,None,51
CUST_1346,Ben,Fischer,Germany,Munich,ben.fischer@icloud.com,10/6/2025,Gold,63
CUST_1347,Alice,Martin,France,Nice,ALICE.MARTIN@ICLOUD.COM,3/19/2023,Platinum,28
CUST_1348,Julia,Jansen,Netherlands,The Hague,julia.jansen@icloud.com,6/2/2022,,34
CUST_1349,Lars,De Smet,Belgium,Leuven,LARS.DESMET@GMAIL.COM,1/26/2025,Platinum,44
CUST_1350,Sophie,de Jong,Netherlands,Utrecht,sophie.dejongicloud.com,11/4/2022,,42
CUST_1351,Julia,de Vries,Netherlands,The Hague,,2/24/2025,Platinum,40
CUST_1352,Julia,van den Berg,Netherlands,The Hague,julia.vandenberg@hotmail.com,12/26/2021,Platinum,28
CUST_1353,Sophie,de Vries,Netherlands,Amsterdam,sophie.devries@gmail.com,7/23/2025,,48
CUST_1354,Daan,Bakker,Netherlands,Utrecht,daan.bakker@icloud.com,11/1/2021,,37
CUST_1355,Gabriel,Laurent,France,Nice,gabriel.laurent@icloud.com,,Gold,62
CUST_1356,Marie,Martin,Luxembourg,Luxembourg City,marie.martin@outlook.com,10/27/2021,Platinum,53
CUST_1357,Noah,Mertens,Belgium,Bruges,noah.mertensoutlook.com,,None,46
CUST_1358,Sophia,Müller,Germany,Berlin,sophia.müller@yahoo.com,7/15/2022,,39
CUST_1359,Thomas,Mertens,Luxembourg,Esch-sur-Alzette,thomas.mertens@yahoo.com,5/31/2022,,37
CUST_1360,Mia,Wagner,Germany,Hamburg,mia.wagner@hotmail.com,,Gold,51
CUST_1361,Emma,Bakker,Netherlands,Utrecht,emma.bakker@outlook.com,8/1/2025,None,37
CUST_1362,Emma,Laurent,France,Lille,emma.laurent@hotmail.com,4/22/2023,Silver,
CUST_1363,Liam,Jansen,Netherlands,Eindhoven,LIAM.JANSEN@GMAIL.COM,1/4/2022,,48
CUST_1364,Sofie,Simon,Luxembourg,Esch-sur-Alzette,sofie.simon@gmail.com,9/14/2023,,49
CUST_1365,Liam,Bakker,Netherlands,Eindhoven,liam.bakker@yahoo.com,5/6/2024,None,37
CUST_1366,Paul,Müller,Germany,Berlin,paul.müller@outlook.com,8/20/2025,Gold,29
CUST_1367,Ben,Wagner,Germany,Cologne,BEN.WAGNER@ICLOUD.COM,5/20/2024,None,23
CUST_1368,Alice,De Smet,Luxembourg,Luxembourg City,alice.desmet@icloud.com,4/24/2025,,60
CUST_1369,Louise,Peeters,Belgium,Ghent,louise.peeters@hotmail.com,5/10/2024,Platinum,49
CUST_1370,Daan,Visser,Netherlands,Amsterdam,daan.visser@icloud.com,2/25/2022,None,43
CUST_1371,Emma,Bernard,France,Toulouse,emma.bernard@icloud.com,1/19/2023,None,66
CUST_1372,Lucas,Bakker,Netherlands,Eindhoven,lucas.bakker@hotmail.com,9/21/2022,None,68
CUST_1373,Emma,Visser,Netherlands,Rotterdam,emma.visser@hotmail.com,11/8/2023,,44
CUST_1374,Emma,Maes,Luxembourg,Esch-sur-Alzette,emma.maes@gmail.com,5/14/2024,Platinum,27
CUST_1375,Julia,de Jong,Netherlands,Eindhoven,julia.dejong@gmail.com,9/5/2024,,68
CUST_1376,Lucas,De Smet,Belgium,Bruges,,11/28/2023,,25
CUST_1377,Lars,Dubois,Luxembourg,Luxembourg City,lars.dubois@gmail.com,6/27/2021,Platinum,48
CUST_1378,Finn,Weber,Germany,Munich,,1/31/2024,,58
CUST_1379,Alice,Lefebvre,France,Marseille,alice.lefebvre@outlook.com,3/23/2024,Gold,
CUST_1380,Emma,Weber,Germany,Berlin,emma.weber@icloud.com,6/12/2022,Platinum,59
CUST_1381,Finn,Weber,Germany,Frankfurt,finn.weber@outlook.com,8/2/2023,None,24
CUST_1382,Marie,Janssens,Belgium,Bruges,marie.janssens@outlook.com,12/25/2022,Platinum,23
CUST_1383,Noah,de Jong,Netherlands,The Hague,noah.dejongyahoo.com,12/26/2022,Platinum,59
CUST_1384,Sophie,van den Berg,Netherlands,Rotterdam,sophie.vandenberg@outlook.com,2/20/2022,Platinum,62
CUST_1385,Emma,de Jong,Netherlands,Amsterdam,emma.dejong@hotmail.com,3/28/2021,,46
CUST_1386,Chloé,Simon,France,Marseille,chloé.simon@hotmail.com,3/26/2023,Gold,59
CUST_1387,Louise,Jacobs,Belgium,Leuven,louise.jacobs@gmail.com,12/24/2021,,30
CUST_1388,Mia,Meyer,Germany,Berlin,mia.meyer@gmail.com,1/11/2023,Gold,39
CUST_1389,Louis,Jacobs,Luxembourg,Esch-sur-Alzette,louis.jacobs@hotmail.com,5/19/2023,Platinum,67
CUST_1390,Jules,Dubois,France,Toulouse,jules.dubois@outlook.com,7/26/2025,Gold,40
CUST_1391,Alice,Lefebvre,Luxembourg,Esch-sur-Alzette,alice.lefebvre@outlook.com,7/9/2025,None,
CUST_1392,Paul,Wagner,Germany,Stuttgart,paul.wagner@icloud.com,5/29/2022,Silver,59
CUST_1393,Emma,Meyer,Germany,Munich,emma.meyer@gmail.com,7/17/2021,Platinum,44
CUST_1394,Alice,Simon,France,Nice,alice.simon@yahoo.com,10/23/2024,,35
CUST_1395,Thomas,Michel,Luxembourg,Esch-sur-Alzette,thomas.michel@yahoo.com,7/5/2023,,47
CUST_1396,Chloé,Michel,France,Lyon,chloé.michel@outlook.com,6/8/2024,Silver,27
CUST_1397,Julia,Jansen,Netherlands,Utrecht,julia.jansen@yahoo.com,3/21/2023,Platinum,51
CUST_1398,Jules,Mertens,Luxembourg,Luxembourg City,JULES.MERTENS@OUTLOOK.COM,5/31/2022,Silver,67
CUST_1399,Liam,van den Berg,Netherlands,Amsterdam,liam.vandenberggmail.com,2/23/2021,Silver,56
CUST_1400,Marie,Willems,Belgium,Antwerp,marie.willems@gmail.com,5/22/2022,Gold,51
CUST_1401,Liam,de Jong,Netherlands,Amsterdam,liam.dejong@yahoo.com,1/13/2024,None,58
CUST_1402,Liam,Bakker,Netherlands,Eindhoven,liam.bakker@hotmail.com,12/9/2023,Platinum,57
CUST_1403,Chloé,Simon,France,Lyon,chloé.simon@gmail.com,9/14/2022,,
CUST_1404,Julia,de Vries,Netherlands,The Hague,,9/5/2023,Platinum,50
CUST_1405,Lars,Michel,Luxembourg,Luxembourg City,lars.michel@icloud.com,3/20/2023,None,68
CUST_1406,Hannah,Schneider,Germany,Berlin,hannah.schneider@hotmail.com,6/9/2024,Platinum,66
CUST_1407,Arthur,Laurent,France,Lyon,arthur.laurent@gmail.com,6/19/2024,,67
CUST_1408,Hannah,Schneider,Germany,Berlin,hannah.schneideroutlook.com,7/29/2021,None,31
CUST_1409,Noah,Janssens,Belgium,Antwerp,noah.janssens@gmail.com,6/26/2025,None,46
CUST_1410,Thomas,Janssens,Belgium,Antwerp,thomas.janssens@gmail.com,1/7/2022,None,39
CUST_1411,Emma,Mertens,Belgium,Liège,emma.mertens@outlook.com,3/10/2021,Silver,70
CUST_1412,Louise,Martin,Luxembourg,Esch-sur-Alzette,louise.martin@yahoo.com,3/6/2025,Silver,56
CUST_1413,Chloé,Michel,France,Marseille,CHLOÉ.MICHEL@OUTLOOK.COM,8/20/2021,Platinum,50
CUST_1414,Lucas,Mertens,Belgium,Ghent,lucas.mertens@icloud.com,,None,67
CUST_1415,Marie,De Smet,Luxembourg,Luxembourg City,MARIE.DESMET@OUTLOOK.COM,4/5/2025,Platinum,26
CUST_1416,Emma,Jansen,Netherlands,The Hague,emma.jansen@outlook.com,12/13/2022,Gold,51
CUST_1417,Louise,Maes,Belgium,Liège,LOUISE.MAES@OUTLOOK.COM,2/19/2024,None,67
CUST_1418,Liam,Bakker,Netherlands,Utrecht,liam.bakker@yahoo.com,10/29/2025,,27
CUST_1419,Anna,de Vries,Netherlands,Utrecht,ANNA.DEVRIES@ICLOUD.COM,2/16/2023,,24
CUST_1420,Louise,Dubois,France,Lille,louise.dubois@gmail.com,12/10/2023,Gold,58
CUST_1421,Emma,De Smet,Luxembourg,Esch-sur-Alzette,emma.desmet@yahoo.com,9/7/2025,Silver,34
CUST_1422,Emma,van den Berg,Netherlands,Rotterdam,emma.vandenberggmail.com,10/1/2023,,67
CUST_1423,Louis,Dubois,France,Lyon,LOUIS.DUBOIS@ICLOUD.COM,9/4/2024,None,28
CUST_1424,Thomas,Willems,Belgium,Liège,thomas.willems@hotmail.com,6/17/2024,Silver,25
CUST_1425,Emma,Bernard,France,Nice,emma.bernard@gmail.com,1/31/2022,,38
CUST_1426,Lucas,Visser,Netherlands,Amsterdam,lucas.visser@icloud.com,8/2/2021,,34
CUST_1427,Mia,Meyer,Germany,Munich,mia.meyer@icloud.com,10/8/2022,Platinum,43
CUST_1428,Finn,Wagner,Germany,Stuttgart,finn.wagner@yahoo.com,4/18/2025,Platinum,70
CUST_1429,Chloé,Laurent,France,Toulouse,chloé.laurent@gmail.com,11/27/2023,Silver,42
CUST_1430,Louise,Bernard,France,Marseille,louise.bernard@gmail.com,2/8/2024,,59
CUST_1431,Emma,de Jong,Netherlands,The Hague,emma.dejong@yahoo.com,5/27/2022,Silver,42
CUST_1432,Arthur,Dubois,Luxembourg,Luxembourg City,arthur.dubois@gmail.com,8/19/2025,,67
CUST_1433,Marie,Janssens,Belgium,Liège,marie.janssens@icloud.com,11/16/2022,None,50
CUST_1434,Noah,De Smet,Belgium,Liège,noah.desmet@icloud.com,4/21/2021,Platinum,25
CUST_1435,Marie,De Smet,Luxembourg,Luxembourg City,marie.desmetoutlook.com,7/2/2023,,59
CUST_1436,Noah,Jacobs,Belgium,Ghent,noah.jacobs@hotmail.com,3/7/2025,Platinum,48
CUST_1437,Louise,Willems,Belgium,Bruges,louise.willems@outlook.com,3/21/2023,,35
CUST_1438,Lars,Jacobs,Luxembourg,Luxembourg City,lars.jacobs@yahoo.com,7/3/2021,None,49
CUST_1439,Alice,Bernard,France,Marseille,ALICE.BERNARD@YAHOO.COM,12/18/2022,,51
CUST_1440,Anna,de Jong,Netherlands,Rotterdam,anna.dejong@outlook.com,6/25/2021,Gold,26
CUST_1441,Marie,Lefebvre,Luxembourg,Esch-sur-Alzette,marie.lefebvre@gmail.com,8/23/2023,Gold,
CUST_1442,Louise,Jacobs,Luxembourg,Esch-sur-Alzette,louise.jacobs@icloud.com,12/2/2024,,47
CUST_1443,Emma,Willems,Luxembourg,Luxembourg City,emma.willems@gmail.com,4/19/2021,Silver,23
CUST_1444,Leon,Meyer,Germany,Stuttgart,LEON.MEYER@YAHOO.COM,8/22/2024,,47
CUST_1445,Thomas,Jacobs,Belgium,Leuven,thomas.jacobs@icloud.com,2/23/2024,Silver,24
CUST_1446,Noah,de Vries,Netherlands,The Hague,NOAH.DEVRIES@HOTMAIL.COM,12/29/2022,,38
CUST_1447,Louis,Michel,France,Marseille,louis.michel@hotmail.com,,Gold,40
CUST_1448,Julia,van den Berg,Netherlands,Rotterdam,julia.vandenberg@gmail.com,7/5/2024,Gold,49
CUST_1449,Marie,Mertens,Luxembourg,Esch-sur-Alzette,marie.mertens@icloud.com,10/11/2021,Gold,66
CUST_1450,Noah,Visser,Netherlands,Eindhoven,noah.visser@outlook.com,9/5/2024,Platinum,33
CUST_1451,Emma,Peeters,Belgium,Ghent,emma.peeters@outlook.com,4/28/2023,None,42
CUST_1452,Gabriel,Lefebvre,France,Lyon,GABRIEL.LEFEBVRE@GMAIL.COM,6/17/2024,,59
CUST_1453,Sophie,Jansen,Netherlands,Amsterdam,sophie.jansenyahoo.com,9/29/2025,Platinum,68
CUST_1454,Lucas,van den Berg,Netherlands,The Hague,lucas.vandenberg@outlook.com,1/31/2021,Gold,49
CUST_1455,Sophie,de Jong,Netherlands,Rotterdam,sophie.dejong@hotmail.com,7/27/2023,None,50
CUST_1456,Louise,De Smet,Belgium,Ghent,louise.desmet@hotmail.com,12/12/2023,Silver,68
CUST_1457,Noah,Martin,Luxembourg,Esch-sur-Alzette,noah.martin@gmail.com,2/14/2025,,47
CUST_1458,Noah,Maes,Belgium,Bruges,noah.maes@hotmail.com,12/7/2021,Silver,62
CUST_1459,Marie,Martin,Luxembourg,Esch-sur-Alzette,MARIE.MARTIN@GMAIL.COM,11/26/2024,None,48
CUST_1460,Chloé,Martin,France,Lyon,chloé.martin@hotmail.com,7/21/2023,Gold,43
CUST_1461,Emma,Janssens,Belgium,Liège,EMMA.JANSSENS@HOTMAIL.COM,1/28/2025,,55
CUST_1462,Lucas,Bakker,Netherlands,The Hague,lucas.bakker@gmail.com,9/12/2024,Gold,33
CUST_1463,Daan,van den Berg,Netherlands,Utrecht,daan.vandenberg@yahoo.com,1/6/2022,Gold,31
CUST_1464,Marie,Janssens,Belgium,Bruges,marie.janssens@hotmail.com,,Gold,38
CUST_1465,Chloé,Martin,Luxembourg,Esch-sur-Alzette,chloé.martinhotmail.com,1/26/2024,,63
CUST_1466,Daan,Jansen,Netherlands,Rotterdam,DAAN.JANSEN@GMAIL.COM,9/28/2024,Platinum,61
CUST_1467,Emma,Martin,France,Paris,emma.martin@hotmail.com,9/15/2024,,61
CUST_1468,Thomas,Martin,Luxembourg,Esch-sur-Alzette,thomas.martin@gmail.com,2/16/2023,,50
CUST_1469,Marie,Jacobs,Belgium,Antwerp,marie.jacobs@gmail.com,12/11/2023,,36
CUST_1470,Emma,Willems,Belgium,Liège,emma.willems@icloud.com,6/3/2025,None,41
CUST_1471,Gabriel,Willems,Luxembourg,Esch-sur-Alzette,gabriel.willems@outlook.com,10/17/2023,,34
CUST_1472,Noah,Jansen,Netherlands,Amsterdam,,10/3/2025,None,62
CUST_1473,Ben,Schneider,Germany,Hamburg,ben.schneider@icloud.com,11/14/2024,Platinum,27
CUST_1474,Alice,Lefebvre,France,Paris,alice.lefebvre@gmail.com,6/15/2024,Gold,34
CUST_1475,Alice,Michel,France,Toulouse,alice.michel@hotmail.com,7/8/2024,Platinum,57
CUST_1476,Finn,Meyer,Germany,Berlin,finn.meyer@icloud.com,1/3/2024,,
CUST_1477,Alice,Martin,France,Lyon,alice.martin@yahoo.com,12/31/2023,,59
CUST_1478,Paul,Weber,Germany,Berlin,paul.weber@yahoo.com,,Gold,54
CUST_1479,Chloé,Lefebvre,France,Marseille,chloé.lefebvre@outlook.com,3/18/2021,None,28
CUST_1480,Sofie,Michel,Luxembourg,Esch-sur-Alzette,sofie.michel@icloud.com,12/9/2023,Gold,43
CUST_1481,Lucas,Peeters,Belgium,Liège,lucas.peeters@gmail.com,1/9/2021,,25
CUST_1482,Thomas,Jacobs,Belgium,Brussels,thomas.jacobs@gmail.com,3/28/2024,Gold,63
CUST_1483,Louise,Bernard,France,Marseille,louise.bernard@yahoo.com,7/13/2022,Silver,40
CUST_1484,Emma,Peeters,Belgium,Leuven,emma.peeters@yahoo.com,7/5/2025,Gold,38
CUST_1485,Marie,Willems,Belgium,Ghent,MARIE.WILLEMS@ICLOUD.COM,10/15/2024,Silver,47
CUST_1486,Louise,Jacobs,Belgium,Antwerp,louise.jacobs@icloud.com,7/3/2023,Platinum,42
CUST_1487,Emma,van den Berg,Netherlands,Eindhoven,emma.vandenberg@outlook.com,7/19/2021,None,66
CUST_1488,Hannah,Schmidt,Germany,Munich,hannah.schmidt@icloud.com,9/24/2024,None,43
CUST_1489,Ben,Müller,Germany,Frankfurt,ben.müller@gmail.com,4/22/2025,Gold,59
CUST_1490,Noah,Mertens,Luxembourg,Luxembourg City,NOAH.MERTENS@YAHOO.COM,8/3/2023,Gold,49
CUST_1491,Lars,Bernard,Luxembourg,Luxembourg City,lars.bernard@hotmail.com,4/25/2024,,50
CUST_1492,Louise,Bernard,France,Lille,louise.bernard@gmail.com,8/23/2021,Platinum,52
CUST_1493,Noah,Lefebvre,Luxembourg,Esch-sur-Alzette,noah.lefebvre@outlook.com,11/4/2024,Platinum,47
CUST_1494,Ben,Müller,Germany,Munich,ben.müller@outlook.com,1/1/2021,Gold,65
CUST_1495,Leon,Fischer,Germany,Cologne,leon.fischer@icloud.com,9/6/2022,Platinum,66
CUST_1496,Mia,Müller,Germany,Cologne,mia.müller@gmail.com,10/12/2025,,46
CUST_1497,Sofie,De Smet,Belgium,Leuven,sofie.desmet@yahoo.com,,None,60
CUST_1498,Jules,Laurent,France,Toulouse,jules.laurent@hotmail.com,1/21/2022,None,46
CUST_1499,Noah,Visser,Netherlands,Rotterdam,,9/24/2023,Silver,31
CUST_1500,Lucas,van den Berg,Netherlands,Eindhoven,lucas.vandenberg@hotmail.com,8/7/2025,Gold,45
CUST_1501,Lucas,Bakker,Netherlands,Amsterdam,lucas.bakker@icloud.com,7/6/2022,,57
CUST_1502,Louis,Martin,France,Nice,LOUIS.MARTIN@HOTMAIL.COM,11/15/2024,,69
CUST_1503,Chloé,Simon,France,Paris,CHLOÉ.SIMON@ICLOUD.COM,2/27/2025,Silver,65
CUST_1504,Emma,Dubois,Luxembourg,Luxembourg City,EMMA.DUBOIS@YAHOO.COM,8/19/2023,None,44
CUST_1505,Arthur,Dubois,France,Lyon,arthur.dubois@gmail.com,5/27/2025,None,26
CUST_1506,Thomas,Dubois,Luxembourg,Luxembourg City,thomas.dubois@yahoo.com,6/18/2021,Platinum,27
CUST_1507,Gabriel,Simon,France,Marseille,GABRIEL.SIMON@YAHOO.COM,12/24/2021,Gold,70
CUST_1508,Mia,Wagner,Germany,Munich,mia.wagner@yahoo.com,12/17/2023,Silver,44
CUST_1509,Liam,van den Berg,Netherlands,The Hague,liam.vandenberg@hotmail.com,3/8/2022,Silver,45
CUST_1510,Emma,Martin,France,Lyon,emma.martin@hotmail.com,3/21/2025,None,37
CUST_1511,Sophia,Schneider,Germany,Munich,SOPHIA.SCHNEIDER@ICLOUD.COM,7/9/2023,,43
CUST_1512,Emma,Willems,Belgium,Liège,emma.willems@yahoo.com,10/24/2025,Platinum,40
CUST_1513,Marie,De Smet,Belgium,Leuven,marie.desmet@hotmail.com,10/8/2024,,35
CUST_1514,Gabriel,Dubois,France,Nice,gabriel.dubois@gmail.com,,None,29
CUST_1515,Louise,Michel,France,Marseille,LOUISE.MICHEL@YAHOO.COM,5/1/2024,,36
CUST_1516,Emma,Janssens,Belgium,Leuven,emma.janssens@outlook.com,7/3/2025,Gold,30
CUST_1517,Arthur,Laurent,France,Lille,arthur.laurent@gmail.com,5/25/2023,Platinum,65
CUST_1518,Gabriel,Lefebvre,France,Paris,gabriel.lefebvre@yahoo.com,5/4/2021,Gold,39
CUST_1519,Emma,Fischer,Germany,Munich,emma.fischer@icloud.com,1/13/2024,,36
CUST_1520,Lars,De Smet,Belgium,Ghent,LARS.DESMETGMAIL.COM,5/11/2025,Gold,54
CUST_1521,Sofie,De Smet,Belgium,Bruges,sofie.desmet@yahoo.com,1/8/2021,None,54
